Product Name,Printing,Condition,Rarity,Number,Market Price
Clive (24-006C),Foil,Near Mint,Common,24-006C,$1.37
Clive (24-006C),Normal,Lightly Played,Common,24-006C,$0.10
Clive (24-006C),Normal,Near Mint,Common,24-006C,$0.13
Clive (Full Art Signature),Foil,Near Mint,Legend,24-005L,$650.00
Cloud,Foil,Near Mint,Common,24-057C,$0.41
Cloud,Normal,Lightly Played,Common,24-057C,$0.10
Cloud,Normal,Near Mint,Common,24-057C,$0.11
Corsair,Foil,Near Mint,Common,24-094C,$0.35
Corsair,Normal,Near Mint,Common,24-094C,$0.05
Cu Sith,Foil,Near Mint,Common,24-056C,$0.26
Cu Sith,Normal,Near Mint,Common,24-056C,$0.07
Cyan,Foil,Near Mint,Hero,24-003H,$0.86
Cyan,Normal,Lightly Played,Hero,24-003H,$0.80
Cyan,Normal,Near Mint,Hero,24-003H,$0.36
Cyan (Full Art),Foil,Near Mint,Hero,24-003H,$11.09
Deadly Nightshade,Foil,Near Mint,Rare,24-004R,$0.48
Deadly Nightshade,Normal,Near Mint,Rare,24-004R,$0.11
Deadly Nightshade (Full Art),Foil,Near Mint,Rare,24-004R,$3.20
Dion,Foil,Near Mint,Rare,24-109R,$2.58
Dion,Normal,Lightly Played,Rare,24-109R,$0.20
Dion,Normal,Near Mint,Rare,24-109R,$0.18
Fenrir,Foil,Near Mint,Hero,24-065H,$0.55
Fenrir,Normal,Near Mint,Hero,24-065H,$0.31
Fenrir (Full Art),Foil,Near Mint,Hero,24-065H,$21.71
Firion,Foil,Near Mint,Common,24-017C,$0.30
Firion,Normal,Near Mint,Common,24-017C,$0.06
Firion (24-083H),Foil,Near Mint,Hero,24-083H,$0.54
Firion (24-083H),Normal,Near Mint,Hero,24-083H,$0.25
G Deleter,Foil,Near Mint,Rare,24-023C,$1.03
G Deleter,Normal,Lightly Played,Rare,24-023C,$0.10
G Deleter,Normal,Near Mint,Rare,24-023C,$0.12
Garuda (XVI),Foil,Near Mint,Rare,24-042R,$1.57
Garuda (XVI),Normal,Lightly Played,Rare,24-042R,$0.21
Garuda (XVI),Normal,Near Mint,Rare,24-042R,$0.19
Gau,Foil,Near Mint,Rare,24-092R,$0.66
Gau,Normal,Lightly Played,Rare,24-092R,$0.15
Gau,Normal,Near Mint,Rare,24-092R,$0.12
Gau (Full Art),Foil,Near Mint,Rare,24-092R,$5.84
Genesis,Foil,Near Mint,Legend,24-025L,$14.53
Genesis,Normal,Near Mint,Legend,24-025L,$7.79
Genesis (Full Art),Foil,Near Mint,Legend,24-025L,$47.88
Gilgamesh,Foil,Lightly Played,Rare,24-119R,$0.75
Gilgamesh,Foil,Near Mint,Rare,24-119R,$0.73
Gilgamesh,Normal,Lightly Played,Rare,24-119R,$0.25
Gilgamesh,Normal,Near Mint,Rare,24-119R,$0.24
Gogo,Foil,Near Mint,Hero,24-022H,$0.39
Gogo,Normal,Lightly Played,Hero,24-022H,$0.45
Gogo,Normal,Near Mint,Hero,24-022H,$0.23
Guardian,Foil,Near Mint,Common,24-075C,$0.51
Guardian,Normal,Near Mint,Common,24-075C,$0.06
Hugh Yurg,Foil,Near Mint,Hero,24-063H,$0.52
Hugh Yurg,Normal,Near Mint,Hero,24-063H,$0.18
Hugh Yurg (Full Art),Foil,Near Mint,Hero,24-063H,$8.06
Hugo,Foil,Near Mint,Rare,24-064R,$0.68
Hugo,Normal,Near Mint,Rare,24-064R,$0.12
Human,Foil,Near Mint,Common,24-012C,$0.48
Human,Normal,Near Mint,Common,24-012C,$0.10
Ifrit (XVI),Foil,Near Mint,Legend,24-001L,$4.82
Ifrit (XVI),Normal,Near Mint,Legend,24-001L,$4.05
Ifrit (XVI) (Full Art),Foil,Lightly Played,Legend,24-001L,$5.55
Ifrit (XVI) (Full Art),Foil,Near Mint,Legend,24-001L,$6.10
Iron Giant (SOPFFO) LB,Foil,Near Mint,Hero,24-121H,$0.69
Iron Giant (SOPFFO) LB,Normal,Lightly Played,Hero,24-121H,$0.80
Iron Giant (SOPFFO) LB,Normal,Near Mint,Hero,24-121H,$0.43
Jack Garland,Foil,Near Mint,Legend,24-079L,$2.40
Jack Garland,Normal,Lightly Played,Legend,24-079L,$2.33
Jack Garland,Normal,Near Mint,Legend,24-079L,$2.46
Jack Garland (Full Art),Foil,Lightly Played,Legend,24-079L,$9.99
Jack Garland (Full Art),Foil,Moderately Played,Legend,24-079L,$12.20
Jack Garland (Full Art),Foil,Near Mint,Legend,24-079L,$14.60
Jecht,Foil,Near Mint,Common,24-095C,$0.22
Jecht,Normal,Lightly Played,Common,24-095C,$0.10
Jecht,Normal,Near Mint,Common,24-095C,$0.13
Jed,Foil,Near Mint,Rare,24-096R,$0.34
Jed,Normal,Near Mint,Rare,24-096R,$0.16
Jed (Full Art),Foil,Near Mint,Rare,24-096R,$3.89
Jeume,Foil,Near Mint,Rare,24-045C,$0.74
Jeume,Normal,Near Mint,Rare,24-045C,$0.11
Jill,Foil,Near Mint,Rare,24-028R,$15.92
Jill,Normal,Lightly Played,Rare,24-028R,$0.25
Jill,Normal,Near Mint,Rare,24-028R,$0.40
Josef,Foil,Near Mint,Rare,24-018R,$0.31
Josef,Normal,Near Mint,Rare,24-018R,$0.16
Josef (Full Art),Foil,Near Mint,Rare,24-018R,$7.99
Joshua,Foil,Near Mint,Rare,24-009R,$1.82
Joshua,Normal,Lightly Played,Rare,24-009R,$0.20
Joshua,Normal,Near Mint,Rare,24-009R,$0.22
Juggler,Foil,Near Mint,Common,24-076C,$0.41
Juggler,Normal,Near Mint,Common,24-076C,$0.07
Kimahri,Foil,Near Mint,Rare,24-093R,$0.33
Kimahri,Normal,Near Mint,Rare,24-093R,$0.19
Kimahri (Full Art),Foil,Lightly Played,Rare,24-093R,$19.01
Kimahri (Full Art),Foil,Near Mint,Rare,24-093R,$18.69
Kurasame,Foil,Near Mint,Hero,24-021H,$0.82
Kurasame,Normal,Near Mint,Hero,24-021H,$0.34
Leech Bat,Normal,Lightly Played,Rare,24-046R,$0.15
Leech Bat,Normal,Near Mint,Rare,24-046R,$0.09
Leo,Foil,Near Mint,Common,24-072C,$0.41
Leo,Normal,Near Mint,Common,24-072C,$0.08
Leon,Foil,Near Mint,Legend,24-090L,$0.96
Leon,Normal,Near Mint,Legend,24-090L,$0.73
Leviathan,Foil,Near Mint,Hero,24-106H,$1.08
Leviathan,Normal,Near Mint,Hero,24-106H,$0.39
Leviathan (Full Art),Foil,Near Mint,Hero,24-106H,$32.76
Lightning,Foil,Near Mint,Legend,24-070L,$13.31
Lightning,Normal,Lightly Played,Legend,24-070L,$7.50
Lightning,Normal,Near Mint,Legend,24-070L,$6.56
Lightning (24-086C),Foil,Near Mint,Rare,24-086C,$0.39
Lightning (24-086C),Normal,Near Mint,Rare,24-086C,$0.11
Lucio,Foil,Near Mint,Hero,24-111H,$3.30
Lucio,Normal,Lightly Played,Hero,24-111H,$0.80
Lucio,Normal,Near Mint,Hero,24-111H,$0.71
Magna Roader LB,Foil,Near Mint,Hero,24-122H,$0.62
Magna Roader LB,Normal,Lightly Played,Hero,24-122H,$0.75
Magna Roader LB,Normal,Near Mint,Hero,24-122H,$0.41
Malboro,Foil,Near Mint,Rare,24-105R,$3.49
Malboro,Normal,Lightly Played,Rare,24-105R,$0.25
Malboro,Normal,Near Mint,Rare,24-105R,$0.20
Mateus (XII RW),Foil,Near Mint,Common,24-035C,$4.81
Mateus (XII RW),Normal,Lightly Played,Common,24-035C,$0.10
Mateus (XII RW),Normal,Near Mint,Common,24-035C,$0.16
Mid (XVI),Foil,Near Mint,Common,24-085C,$0.82
Mid (XVI),Normal,Near Mint,Common,24-085C,$0.12
Minfilia,Foil,Near Mint,Legend,6-079L,$30.55
Minwu,Foil,Near Mint,Hero,24-053H,$0.59
Minwu,Normal,Near Mint,Hero,24-053H,$0.17
Mog (VI),Foil,Lightly Played,Rare,24-104R,$0.45
Mog (VI),Foil,Near Mint,Rare,24-104R,$0.71
Mog (VI),Normal,Near Mint,Rare,24-104R,$0.17
Mog (VI) (Full Art),Foil,Near Mint,Rare,24-104R,$17.99
Moogle (FFTA),Foil,Lightly Played,Common,24-103C,$0.35
Moogle (FFTA),Foil,Near Mint,Common,24-103C,$0.48
Moogle (FFTA),Normal,Near Mint,Common,24-103C,$0.09
Moogle (SOPFFO),Foil,Lightly Played,Rare,24-067R,$0.30
Moogle (SOPFFO),Foil,Near Mint,Rare,24-067R,$0.41
Moogle (SOPFFO),Normal,Near Mint,Rare,24-067R,$0.19
Morse,Foil,Near Mint,Hero,24-068H,$0.36
Morse,Normal,Near Mint,Hero,24-068H,$0.23
Neon,Foil,Near Mint,Rare,24-013R,$0.38
Neon,Normal,Near Mint,Rare,24-013R,$0.13
Neon (Full Art),Foil,Near Mint,Rare,24-013R,$8.10
Noctis,Foil,Near Mint,Common,24-060C,$0.49
Noctis,Normal,Near Mint,Common,24-060C,$0.11
Noel,Foil,Near Mint,Rare,24-081R,$0.48
Noel,Normal,Near Mint,Rare,24-081R,$0.13
Noel (Full Art),Foil,Near Mint,Rare,24-081R,$9.72
Nono,Foil,Near Mint,Common,24-049C,$0.37
Nono,Normal,Near Mint,Common,24-049C,$0.08
Nono (Full Art),Foil,Near Mint,Common,24-049C,$3.85
Nu Mou,Foil,Near Mint,Common,24-036C,$0.31
Nu Mou,Normal,Near Mint,Common,24-036C,$0.08
Odin,Foil,Near Mint,Common,24-074C,$0.49
Odin,Normal,Lightly Played,Common,24-074C,$0.10
Odin,Normal,Near Mint,Common,24-074C,$0.11
Odin (XVI),Foil,Lightly Played,Legend,24-112L,$13.26
Odin (XVI),Foil,Near Mint,Legend,24-112L,$16.11
Odin (XVI),Normal,Lightly Played,Legend,24-112L,$10.00
Odin (XVI),Normal,Near Mint,Legend,24-112L,$10.18
Onion Knight,Foil,Near Mint,Common,24-041C,$0.33
Onion Knight,Normal,Near Mint,Common,24-041C,$0.10
Perrene,Foil,Near Mint,Common,24-102C,$0.95
Perrene,Normal,Near Mint,Common,24-102C,$0.14
Phoenix (XVI),Foil,Near Mint,Rare,24-016R,$2.16
Phoenix (XVI),Normal,Lightly Played,Rare,24-016R,$0.20
Phoenix (XVI),Normal,Near Mint,Rare,24-016R,$0.23
Piscodaemon,Foil,Near Mint,Rare,24-032R,$0.72
Piscodaemon,Normal,Near Mint,Rare,24-032R,$0.11
Ramuh (XVI),Foil,Near Mint,Rare,24-088R,$1.70
Ramuh (XVI),Normal,Lightly Played,Rare,24-088R,$0.20
Ramuh (XVI),Normal,Near Mint,Rare,24-088R,$0.18
Ramza,Foil,Near Mint,Common,24-089C,$0.63
Ramza,Normal,Near Mint,Common,24-089C,$0.09
Ranan,Foil,Near Mint,Common,24-087C,$0.41
Ranan,Normal,Near Mint,Common,24-087C,$0.09
Raph,Foil,Near Mint,Hero,24-114H,$1.17
Raph,Normal,Near Mint,Hero,24-114H,$0.37
Relm,Foil,Near Mint,Legend,24-107L,$0.99
Relm,Normal,Near Mint,Legend,24-107L,$1.17
Relm (Full Art),Foil,Near Mint,Legend,24-107L,$10.12
Rulgia,Foil,Near Mint,Common,24-071C,$0.65
Rulgia,Normal,Near Mint,Common,24-071C,$0.10
Salamander (XII RW) EX,Foil,Near Mint,Common,24-008C,$0.27
Salamander (XII RW) EX,Normal,Near Mint,Common,24-008C,$0.09
Selh'teus LB,Foil,Near Mint,Rare,24-118R,$0.73
Selh'teus LB,Normal,Near Mint,Rare,24-118R,$0.21
Shantotto,Foil,Near Mint,Common,24-027C,$0.28
Shantotto,Normal,Near Mint,Common,24-027C,$0.06
Shiva (XVI),Foil,Near Mint,Rare,24-024R,$7.46
Shiva (XVI),Normal,Near Mint,Rare,24-024R,$0.33
Siren (MOBIUS),Foil,Near Mint,Common,24-099C,$0.32
Siren (MOBIUS),Normal,Lightly Played,Common,24-099C,$0.10
Siren (MOBIUS),Normal,Near Mint,Common,24-099C,$0.12
Snow,Foil,Near Mint,Rare,24-116R,$0.54
Snow,Normal,Near Mint,Rare,24-116R,$0.15
Sophia (SOPFFO),Foil,Near Mint,Rare,24-047R,$0.46
Sophia (SOPFFO),Normal,Near Mint,Rare,24-047R,$0.14
Sophia (SOPFFO) (Full Art),Foil,Lightly Played,Rare,24-047R,$1.69
Sophia (SOPFFO) (Full Art),Foil,Near Mint,Rare,24-047R,$2.39
Squall,Foil,Lightly Played,Common,24-029C,$0.35
Squall,Foil,Near Mint,Common,24-029C,$0.53
Squall,Normal,Near Mint,Common,24-029C,$0.09
Stiltzkin,Foil,Near Mint,Common,24-097C,$0.36
Stiltzkin,Normal,Near Mint,Common,24-097C,$0.12
Stiltzkin (Full Art),Foil,Near Mint,Common,24-097C,$9.29
Strago,Foil,Near Mint,Hero,24-098H,$0.30
Strago,Normal,Near Mint,Hero,24-098H,$0.30
Strago (Full Art),Foil,Near Mint,Hero,24-098H,$10.15
Takatsugu,Foil,Near Mint,Hero,24-011H,$0.70
Takatsugu,Normal,Near Mint,Hero,24-011H,$0.29
Tenzen LB,Foil,Near Mint,Rare,24-115R,$0.43
Tenzen LB,Normal,Near Mint,Rare,24-115R,$0.24
Terra,Foil,Near Mint,Common,24-030C,$0.59
Terra,Normal,Lightly Played,Common,24-030C,$0.10
Terra,Normal,Near Mint,Common,24-030C,$0.09
The Emperor,Foil,Near Mint,Hero,24-077H,$0.36
The Emperor,Normal,Near Mint,Hero,24-077H,$0.22
The Emperor (Prerelease Promo),Foil,Near Mint,Rare,PR-177/24-077H,$1.59
The Ur-Dragon King LB,Foil,Near Mint,Hero,24-124H,$0.48
The Ur-Dragon King LB,Normal,Near Mint,Hero,24-124H,$0.26
Thief,Foil,Near Mint,Common,24-043C,$0.40
Thief,Normal,Near Mint,Common,24-043C,$0.11
Tidus,Foil,Near Mint,Legend,24-048L,$5.05
Tidus,Normal,Near Mint,Legend,24-048L,$3.25
Tidus EX,Foil,Near Mint,Common,24-101C,$0.35
Tidus EX,Normal,Near Mint,Common,24-101C,$0.07
Titan (XVI),Foil,Near Mint,Rare,24-058R,$0.71
Titan (XVI),Normal,Lightly Played,Rare,24-058R,$0.20
Titan (XVI),Normal,Near Mint,Rare,24-058R,$0.14
Tonberry & Cactuar LB,Foil,Lightly Played,Hero,24-125H,$1.30
Tonberry & Cactuar LB,Foil,Near Mint,Hero,24-125H,$1.17
Tonberry & Cactuar LB,Normal,Lightly Played,Hero,24-125H,$0.55
Tonberry & Cactuar LB,Normal,Near Mint,Hero,24-125H,$0.50
Torgal,Foil,Near Mint,Rare,24-031R,$12.06
Torgal,Normal,Lightly Played,Rare,24-031R,$0.23
Torgal,Normal,Near Mint,Rare,24-031R,$0.25
Ulmia,Foil,Near Mint,Rare,24-020C,$0.52
Ulmia,Normal,Near Mint,Rare,24-020C,$0.05
Ultima Weapon LB,Foil,Near Mint,Hero,24-126H,$1.17
Ultima Weapon LB,Normal,Near Mint,Hero,24-126H,$0.32
Umaro,Foil,Near Mint,Rare,24-019R,$0.44
Umaro,Normal,Lightly Played,Rare,24-019R,$0.15
Umaro,Normal,Near Mint,Rare,24-019R,$0.15
Umaro (Full Art),Foil,Near Mint,Rare,24-019R,$5.74
Unei,Foil,Near Mint,Legend,19-119L,$44.41
Vaan,Foil,Near Mint,Common,24-039C,$0.35
Vaan,Normal,Near Mint,Common,24-039C,$0.06
Vajradhara Wu LB,Foil,Near Mint,Hero,24-123H,$0.65
Vajradhara Wu LB,Normal,Lightly Played,Hero,24-123H,$0.75
Vajradhara Wu LB,Normal,Near Mint,Hero,24-123H,$0.42
Valefor,Foil,Near Mint,Hero,24-038H,$0.91
Valefor,Normal,Near Mint,Hero,24-038H,$0.37
Valigarmanda,Foil,Near Mint,Hero,24-073H,$0.51
Valigarmanda,Normal,Near Mint,Hero,24-073H,$0.44
Valigarmanda (Full Art),Foil,Near Mint,Hero,24-073H,$6.40
Velis EX,Foil,Near Mint,Common,24-034C,$0.37
Velis EX,Normal,Near Mint,Common,24-034C,$0.10
Viera,Foil,Near Mint,Common,24-040C,$0.40
Viera,Normal,Near Mint,Common,24-040C,$0.09
Vivi,Foil,Lightly Played,Common,24-082C,$0.35
Vivi,Foil,Near Mint,Common,24-082C,$0.33
Vivi,Normal,Lightly Played,Common,24-082C,$0.10
Vivi,Normal,Near Mint,Common,24-082C,$0.09
Wakka,Foil,Near Mint,Hero,24-108H,$0.55
Wakka,Normal,Near Mint,Hero,24-108H,$0.27
Wakka (Full Art),Foil,Near Mint,Hero,24-108H,$11.91
Warrior of Light LB,Foil,Near Mint,Rare,24-120R,$1.03
Warrior of Light LB,Normal,Near Mint,Rare,24-120R,$0.25
Warrior of Light ex,Foil,Near Mint,Common,24-002C,$0.71
Warrior of Light ex,Normal,Near Mint,Common,24-002C,$0.09
White Monk,Foil,Lightly Played,Common,24-066C,$0.35
White Monk,Foil,Near Mint,Common,24-066C,$0.48
White Monk,Normal,Near Mint,Common,24-066C,$0.09
Wing Wraith,Foil,Near Mint,Common,24-054C,$0.32
Wing Wraith,Normal,Near Mint,Common,24-054C,$0.07
Y'shtola EX,Foil,Near Mint,Common,24-069C,$0.38
Y'shtola EX,Normal,Near Mint,Common,24-069C,$0.08
"Zalera, the Death Seraph",Foil,Near Mint,Hero,24-026H,$0.68
"Zalera, the Death Seraph",Normal,Lightly Played,Hero,24-026H,$0.75
"Zalera, the Death Seraph",Normal,Near Mint,Hero,24-026H,$0.49
"Zalera, the Death Seraph (Full Art)",Foil,Near Mint,Hero,24-026H,$8.04
Zidane,Foil,Near Mint,Hero,24-044H,$0.42
Zidane,Normal,Near Mint,Hero,24-044H,$0.25
Zidane LB,Foil,Near Mint,Rare,24-117R,$0.98
Zidane LB,Normal,Near Mint,Rare,24-117R,$0.22
