Product Name,Printing,Condition,Rarity,Number,Market Price
Cait Sith (Full Art),Foil,Lightly Played,Starter,Re-038C/11-133S,$12.00
Cait Sith (Full Art),Foil,Near Mint,Starter,Re-038C/11-133S,$16.11
Cater,Foil,Near Mint,Common,Re-009C/3-009C,$0.59
Cater,Normal,Near Mint,Common,Re-009C/3-009C,$0.13
Cater (Full Art),Foil,Near Mint,Common,Re-009C/3-009C,$3.30
Cecil,Foil,Near Mint,Legend,Re-070L/16-051L,$3.08
Cecil,Normal,Near Mint,Legend,Re-070L/16-051L,$3.54
Cecil (Full Art),Foil,Near Mint,Legend,Re-070L/16-051L,$5.25
Cecil (Re-101L/20-075L),Foil,Near Mint,Rare,Re-101L/20-075L,$2.81
Cecil (Re-101L/20-075L),Normal,Near Mint,Rare,Re-101L/20-075L,$1.43
Cecil (Re-101L/20-075L) (Full Art),Foil,Near Mint,Rare,Re-101L/20-075L,$12.66
Celes,Foil,Near Mint,Hero,Re-046H/15-036H,$0.70
Celes,Normal,Near Mint,Hero,Re-046H/15-036H,$0.58
Celes (Full Art),Foil,Near Mint,Hero,Re-046H/15-036H,$15.86
Chaos,Foil,Near Mint,Legend,Re-179L/16-129L,$2.85
Chaos,Normal,Lightly Played,Legend,Re-179L/16-129L,$1.99
Chaos,Normal,Near Mint,Legend,Re-179L/16-129L,$1.34
Chaos (Full Art),Foil,Near Mint,Legend,Re-179L/16-129L,$13.54
Charlotte,Foil,Near Mint,Rare,Re-042C/13-023R,$1.33
Charlotte,Normal,Near Mint,Rare,Re-042C/13-023R,$1.08
Charlotte (Full Art),Foil,Near Mint,Rare,Re-042C/13-023R,$15.70
Chime,Foil,Near Mint,Hero,Re-198H/13-127H,$0.42
Chime,Normal,Near Mint,Hero,Re-198H/13-127H,$0.35
Chime (Full Art),Foil,Near Mint,Hero,Re-198H/13-127H,$3.42
Choco/Mog EX,Foil,Near Mint,Rare,Re-074C/6-051C,$1.66
Choco/Mog EX,Normal,Lightly Played,Rare,Re-074C/6-051C,$0.75
Choco/Mog EX,Normal,Near Mint,Rare,Re-074C/6-051C,$0.46
Choco/Mog EX (Full Art),Foil,Near Mint,Rare,Re-074C/6-051C,$14.43
Chocobo,Foil,Near Mint,Common,Re-072C/4-063C,$0.49
Chocobo,Normal,Near Mint,Common,Re-072C/4-063C,$0.21
Chocobo (Full Art),Foil,Near Mint,Common,Re-072C/4-063C,$6.73
Chocobo (Re-073H/10-055H),Foil,Near Mint,Hero,Re-073H/10-055H,$1.78
Chocobo (Re-073H/10-055H),Normal,Near Mint,Hero,Re-073H/10-055H,$0.87
Chocobo (Re-073H/10-055H) (Full Art),Foil,Near Mint,Hero,Re-073H/10-055H,$21.88
Chocolatte,Foil,Near Mint,Rare,Re-075C/12-048R,$0.49
Chocolatte,Normal,Near Mint,Rare,Re-075C/12-048R,$0.20
Chocolatte (Full Art),Foil,Near Mint,Rare,Re-075C/12-048R,$5.82
Cid Haze,Foil,Near Mint,Hero,Re-185H/18-113H,$0.73
Cid Haze,Normal,Near Mint,Hero,Re-185H/18-113H,$0.29
Cid Haze (Full Art),Foil,Near Mint,Hero,Re-185H/18-113H,$5.83
Cid Pollendina,Foil,Near Mint,Common,Re-067C/17-049C,$0.39
Cid Pollendina,Normal,Lightly Played,Common,Re-067C/17-049C,$0.15
Cid Pollendina,Normal,Near Mint,Common,Re-067C/17-049C,$0.13
Cid Pollendina (Full Art),Foil,Near Mint,Common,Re-067C/17-049C,$4.77
Cid Randell,Foil,Near Mint,Hero,Re-041H/13-022H,$1.59
Cid Randell,Normal,Near Mint,Hero,Re-041H/13-022H,$0.93
Cid Randell (Full Art),Foil,Near Mint,Hero,Re-041H/13-022H,$8.22
Cid of Clan Gully,Foil,Near Mint,Rare,Re-128C/5-103R,$0.54
Cid of Clan Gully,Normal,Lightly Played,Rare,Re-128C/5-103R,$0.10
Cid of Clan Gully,Normal,Near Mint,Rare,Re-128C/5-103R,$0.19
Cid of Clan Gully (Full Art),Foil,Near Mint,Rare,Re-128C/5-103R,$2.81
Clarus EX,Foil,Near Mint,Common,Re-096C/11-068R,$1.39
Clarus EX,Normal,Near Mint,Common,Re-096C/11-068R,$0.21
Clarus EX (Full Art),Foil,Near Mint,Common,Re-096C/11-068R,$16.29
Cloud,Foil,Near Mint,Common,Re-094C/11-136S,$2.00
Cloud,Normal,Near Mint,Common,Re-094C/11-136S,$0.45
Cloud (Full Art),Foil,Near Mint,Common,Re-094C/11-136S,$8.68
Cloud (Re-190L/19-114L),Foil,Near Mint,Legend,Re-190L/19-114L,$4.71
Cloud (Re-190L/19-114L),Normal,Near Mint,Legend,Re-190L/19-114L,$1.65
Cloud (Re-190L/19-114L) (Full Art),Foil,Near Mint,Legend,Re-190L/19-114L,$32.58
Coeurl,Foil,Near Mint,Common,Re-130C/7-089C,$0.89
Coeurl,Normal,Near Mint,Common,Re-130C/7-089C,$0.13
Coeurl (Full Art),Foil,Near Mint,Common,Re-130C/7-089C,$5.58
Cu Sith EX,Foil,Near Mint,Common,Re-093C/10-068C,$4.55
Cu Sith EX,Normal,Near Mint,Common,Re-093C/10-068C,$1.54
Cu Sith EX (Full Art),Foil,Lightly Played,Common,Re-093C/10-068C,$29.70
Cu Sith EX (Full Art),Foil,Near Mint,Common,Re-093C/10-068C,$32.52
"Cuchulainn, the Impure (Full Art)",Foil,Near Mint,Rare,Re-160C/9-114C,$11.62
Cyan EX,Foil,Near Mint,Rare,Re-007C/11-003R,$0.39
Cyan EX,Normal,Near Mint,Rare,Re-007C/11-003R,$0.18
Cyan EX (Full Art),Foil,Near Mint,Rare,Re-007C/11-003R,$2.67
"Cúchulainn, the Impure",Foil,Near Mint,Rare,Re-160C/9-114C,$3.01
"Cúchulainn, the Impure",Normal,Near Mint,Rare,Re-160C/9-114C,$1.38
Delusory Warlock,Foil,Near Mint,Common,Re-123C/13-070C,$0.55
Delusory Warlock,Normal,Near Mint,Common,Re-123C/13-070C,$0.15
Delusory Warlock (Full Art),Foil,Near Mint,Common,Re-123C/13-070C,$8.50
Deuce,Foil,Near Mint,Common,Re-076C/3-062C,$0.34
Deuce,Normal,Near Mint,Common,Re-076C/3-062C,$0.11
Deuce (Full Art),Foil,Near Mint,Common,Re-076C/3-062C,$4.97
Diana EX,Foil,Near Mint,Rare,Re-136C/12-082R,$0.23
Diana EX,Normal,Near Mint,Rare,Re-136C/12-082R,$0.16
Diana EX (Full Art),Foil,Near Mint,Rare,Re-136C/12-082R,$4.19
Don Corneo,Foil,Near Mint,Starter,Re-047C/11-134S,$0.25
Don Corneo,Normal,Near Mint,Starter,Re-047C/11-134S,$0.48
Don Corneo (Full Art),Foil,Near Mint,Starter,Re-047C/11-134S,$3.80
Duke Goltanna,Foil,Near Mint,Rare,Re-134C/1-134R,$0.38
Duke Goltanna,Normal,Near Mint,Rare,Re-134C/1-134R,$0.20
Duke Goltanna (Full Art),Foil,Near Mint,Rare,Re-134C/1-134R,$3.58
Edea EX,Foil,Near Mint,Legend,Re-122L/2-099L,$1.31
Edea EX,Normal,Near Mint,Legend,Re-122L/2-099L,$0.39
Edea EX (Full Art),Foil,Near Mint,Legend,Re-122L/2-099L,$9.65
Edgar,Foil,Near Mint,Legend,Re-005L/17-002L,$1.21
Edgar,Normal,Near Mint,Legend,Re-005L/17-002L,$0.92
Edgar (Full Art),Foil,Near Mint,Legend,Re-005L/17-002L,$15.16
Edge,Foil,Near Mint,Legend,Re-065L/20-044L,$2.10
Edge,Normal,Near Mint,Legend,Re-065L/20-044L,$0.40
Edge (Full Art),Foil,Near Mint,Legend,Re-065L/20-044L,$4.59
Eiko,Foil,Near Mint,Rare,Re-148C/3-127R,$0.84
Eiko,Normal,Near Mint,Rare,Re-148C/3-127R,$0.10
Eiko (Full Art),Foil,Near Mint,Rare,Re-148C/3-127R,$4.37
Eiko (Re-149C/14-099C),Foil,Near Mint,Common,Re-149C/14-099C,$0.53
Eiko (Re-149C/14-099C),Normal,Near Mint,Common,Re-149C/14-099C,$0.13
Eiko (Re-149C/14-099C) (Full Art),Foil,Near Mint,Common,Re-149C/14-099C,$4.19
Elbis EX,Foil,Near Mint,Common,Re-006C/16-003C,$0.28
Elbis EX,Normal,Near Mint,Common,Re-006C/16-003C,$0.10
Elbis EX (Full Art),Foil,Lightly Played,Common,Re-006C/16-003C,$1.78
Elbis EX (Full Art),Foil,Near Mint,Common,Re-006C/16-003C,$1.49
Erwin,Foil,Near Mint,Rare,Re-030C/16-022R,$0.89
Erwin,Normal,Near Mint,Rare,Re-030C/16-022R,$0.16
Erwin (Full Art),Foil,Near Mint,Rare,Re-030C/16-022R,$4.47
Estinien,Foil,Near Mint,Legend,Re-126L/20-088L,$3.43
Estinien,Normal,Near Mint,Legend,Re-126L/20-088L,$2.99
Estinien (Full Art),Foil,Near Mint,Legend,Re-126L/20-088L,$18.78
Exdeath,Foil,Near Mint,Legend,Re-125L/17-091L,$2.04
Exdeath,Normal,Near Mint,Legend,Re-125L/17-091L,$0.63
Exdeath (Full Art),Foil,Near Mint,Legend,Re-125L/17-091L,$15.87
Faris,Foil,Near Mint,Legend,Re-019L/18-012L,$1.04
Faris,Normal,Near Mint,Legend,Re-019L/18-012L,$0.96
Faris (Full Art),Foil,Near Mint,Legend,Re-019L/18-012L,$16.86
Fenrir,Foil,Near Mint,Hero,Re-107H/12-068H,$0.46
Fenrir,Normal,Lightly Played,Hero,Re-107H/12-068H,$0.50
Fenrir,Normal,Near Mint,Hero,Re-107H/12-068H,$0.27
Fenrir (Full Art),Foil,Near Mint,Hero,Re-107H/12-068H,$3.67
Firion,Foil,Near Mint,Legend,Re-021H/6-019L,$0.53
Firion,Normal,Near Mint,Legend,Re-021H/6-019L,$0.18
Firion (Full Art),Foil,Near Mint,Legend,Re-021H/6-019L,$1.77
Flan,Foil,Near Mint,Common,Re-052C/4-043C,$0.35
Flan,Normal,Near Mint,Common,Re-052C/4-043C,$0.09
Flan (Full Art),Foil,Near Mint,Common,Re-052C/4-043C,$3.65
Flan (Re-108C/7-081C),Foil,Near Mint,Common,Re-108C/7-081C,$0.61
Flan (Re-108C/7-081C),Normal,Lightly Played,Common,Re-108C/7-081C,$0.10
Flan (Re-108C/7-081C),Normal,Near Mint,Common,Re-108C/7-081C,$0.12
Flan (Re-108C/7-081C) (Full Art),Foil,Near Mint,Common,Re-108C/7-081C,$3.77
G'raha Tia,Foil,Near Mint,Hero,Re-131H/20-090H,$0.99
G'raha Tia,Normal,Near Mint,Hero,Re-131H/20-090H,$0.61
G'raha Tia (Full Art),Foil,Near Mint,Hero,Re-131H/20-090H,$21.75
Gadot,Foil,Near Mint,Rare,Re-008C/1-007R,$0.36
Gadot,Normal,Near Mint,Rare,Re-008C/1-007R,$0.22
Gadot (Full Art),Foil,Near Mint,Rare,Re-008C/1-007R,$3.47
Garnet,Foil,Near Mint,Common,Re-192C/19-120C,$0.65
Garnet,Normal,Near Mint,Common,Re-192C/19-120C,$0.15
Garnet (Full Art),Foil,Near Mint,Common,Re-192C/19-120C,$16.59
Garuda (III),Foil,Near Mint,Hero,Re-129H/18-073H,$0.43
Garuda (III),Normal,Near Mint,Hero,Re-129H/18-073H,$0.22
Garuda (III) (Full Art),Foil,Near Mint,Hero,Re-129H/18-073H,$2.34
Gawain,Foil,Near Mint,Rare,Re-195C/12-126R,$0.72
Gawain,Normal,Near Mint,Rare,Re-195C/12-126R,$0.21
Gawain (Full Art),Foil,Near Mint,Rare,Re-195C/12-126R,$14.87
Gestahlian Empire Cid,Foil,Near Mint,Hero,Re-036H/4-026H,$0.91
Gestahlian Empire Cid,Normal,Lightly Played,Hero,Re-036H/4-026H,$0.50
Gestahlian Empire Cid,Normal,Near Mint,Hero,Re-036H/4-026H,$0.60
Gestahlian Empire Cid (Full Art),Foil,Lightly Played,Hero,Re-036H/4-026H,$8.99
Gestahlian Empire Cid (Full Art),Foil,Near Mint,Hero,Re-036H/4-026H,$9.20
Gilgamesh (FFBE),Foil,Near Mint,Legend,Re-037L/14-023L,$4.18
Gilgamesh (FFBE),Normal,Near Mint,Legend,Re-037L/14-023L,$2.98
Gilgamesh (FFBE) (Full Art),Foil,Near Mint,Legend,Re-037L/14-023L,$32.40
Glaciela Wezette,Foil,Near Mint,Legend,Re-151L/17-113L,$5.52
Glaciela Wezette,Normal,Near Mint,Legend,Re-151L/17-113L,$3.97
Glaciela Wezette (Full Art),Foil,Near Mint,Legend,Re-151L/17-113L,$12.19
Goblin,Foil,Near Mint,Common,Re-010C/4-012C,$0.67
Goblin,Normal,Near Mint,Common,Re-010C/4-012C,$0.12
Goblin (Full Art),Foil,Near Mint,Common,Re-010C/4-012C,$10.35
Goblin (Re-011C/17-007C),Foil,Near Mint,Common,Re-011C/17-007C,$0.43
Goblin (Re-011C/17-007C),Normal,Near Mint,Common,Re-011C/17-007C,$0.12
Goblin (Re-011C/17-007C) (Full Art),Foil,Near Mint,Common,Re-011C/17-007C,$20.42
Goblin (Re-039C/7-030C),Foil,Near Mint,Common,Re-039C/7-030C,$0.52
Goblin (Re-039C/7-030C),Normal,Lightly Played,Common,Re-039C/7-030C,$0.10
Goblin (Re-039C/7-030C),Normal,Near Mint,Common,Re-039C/7-030C,$0.14
Goblin (Re-039C/7-030C) (Full Art),Foil,Near Mint,Common,Re-039C/7-030C,$3.60
Gramis,Foil,Near Mint,Rare,Re-132C/2-106R,$0.53
Gramis,Normal,Near Mint,Rare,Re-132C/2-106R,$0.15
Gramis (Full Art),Foil,Near Mint,Rare,Re-132C/2-106R,$7.03
Hecatoncheir,Foil,Near Mint,Rare,Re-109C/1-117R,$0.74
Hecatoncheir,Normal,Near Mint,Rare,Re-109C/1-117R,$0.23
Hecatoncheir (Full Art),Foil,Near Mint,Rare,Re-109C/1-117R,$13.88
Hecatoncheir (Re-110H/15-082H),Foil,Near Mint,Hero,Re-110H/15-082H,$0.66
Hecatoncheir (Re-110H/15-082H),Normal,Near Mint,Hero,Re-110H/15-082H,$0.58
Hecatoncheir (Re-110H/15-082H) (Full Art),Foil,Near Mint,Hero,Re-110H/15-082H,$6.28
Hien,Foil,Near Mint,Legend,Re-018L/17-016L,$1.20
Hien,Normal,Near Mint,Legend,Re-018L/17-016L,$0.83
Hien (Full Art),Foil,Near Mint,Legend,Re-018L/17-016L,$14.74
Hippokampos,Foil,Near Mint,Rare,Re-158H/20-110H,$0.51
Hippokampos,Normal,Near Mint,Rare,Re-158H/20-110H,$0.25
Hippokampos (Full Art),Foil,Near Mint,Rare,Re-158H/20-110H,$3.47
Ifrit,Foil,Near Mint,Hero,Re-003H/20-003H,$0.64
Ifrit,Normal,Near Mint,Hero,Re-003H/20-003H,$0.38
Ifrit (Full Art),Foil,Lightly Played,Hero,Re-003H/20-003H,$8.00
Ifrit (Full Art),Foil,Near Mint,Hero,Re-003H/20-003H,$7.11
Ingus,Foil,Near Mint,Common,Re-092C/13-055C,$0.28
Ingus,Normal,Near Mint,Common,Re-092C/13-055C,$0.13
Ingus (Full Art),Foil,Near Mint,Common,Re-092C/13-055C,$3.65
Iroha,Foil,Near Mint,Rare,Re-004C/8-004R,$0.79
Iroha,Normal,Near Mint,Rare,Re-004C/8-004R,$0.24
Iroha (Full Art),Foil,Near Mint,Rare,Re-004C/8-004R,$3.54
Ixion,Foil,Near Mint,Rare,Re-121C/17-090R,$0.82
Ixion,Normal,Near Mint,Rare,Re-121C/17-090R,$0.23
Ixion (Full Art),Foil,Near Mint,Rare,Re-121C/17-090R,$7.21
Jessie,Foil,Near Mint,Common,Re-098C/1-204S,$0.79
Jessie,Normal,Near Mint,Common,Re-098C/1-204S,$0.26
Jessie (Full Art),Foil,Near Mint,Common,Re-098C/1-204S,$12.70
Kadaj EX,Foil,Near Mint,Starter,Re-180C/11-140S,$0.73
Kadaj EX,Normal,Near Mint,Starter,Re-180C/11-140S,$0.19
Kadaj EX (Full Art),Foil,Near Mint,Starter,Re-180C/11-140S,$3.48
Kain,Foil,Near Mint,Hero,Re-127H/13-073H,$0.56
Kain,Normal,Near Mint,Hero,Re-127H/13-073H,$0.40
Kain (Full Art),Foil,Near Mint,Hero,Re-127H/13-073H,$4.72
King Tycoon,Foil,Near Mint,Hero,Re-071H/3-059H,$1.43
King Tycoon,Normal,Near Mint,Hero,Re-071H/3-059H,$1.66
King Tycoon (Full Art),Foil,Near Mint,Hero,Re-071H/3-059H,$27.00
Kolka,Foil,Near Mint,Common,Re-097C/7-069C,$0.53
Kolka,Normal,Near Mint,Common,Re-097C/7-069C,$0.10
Kolka (Full Art),Foil,Near Mint,Common,Re-097C/7-069C,$9.68
Krile EX,Foil,Near Mint,Rare,Re-095C/18-055R,$0.63
Krile EX,Normal,Near Mint,Rare,Re-095C/18-055R,$0.21
Krile EX (Full Art),Foil,Near Mint,Rare,Re-095C/18-055R,$14.06
Lady of Antiquity,Foil,Near Mint,Common,Re-091C/13-054C,$0.55
Lady of Antiquity,Normal,Near Mint,Common,Re-091C/13-054C,$0.16
Lady of Antiquity (Full Art),Foil,Near Mint,Common,Re-091C/13-054C,$4.56
Lasswell,Foil,Near Mint,Rare,Re-054C/16-042R,$0.94
Lasswell,Normal,Near Mint,Rare,Re-054C/16-042R,$0.21
Lasswell (Full Art),Foil,Near Mint,Rare,Re-054C/16-042R,$18.44
Lenna,Foil,Near Mint,Rare,Re-173C/15-126R,$0.43
Lenna,Normal,Near Mint,Rare,Re-173C/15-126R,$0.16
Lenna (Full Art),Foil,Lightly Played,Rare,Re-173C/15-126R,$3.79
Lenna (Full Art),Foil,Near Mint,Rare,Re-173C/15-126R,$4.74
Leo,Foil,Near Mint,Legend,Re-115H/6-084L,$2.88
Leo,Normal,Near Mint,Legend,Re-115H/6-084L,$1.54
Leo (Full Art),Foil,Near Mint,Legend,Re-115H/6-084L,$23.21
Leonora EX,Foil,Lightly Played,Common,Re-172C/3-143C,$0.25
Leonora EX,Foil,Near Mint,Common,Re-172C/3-143C,$0.59
Leonora EX,Normal,Near Mint,Common,Re-172C/3-143C,$0.15
Leonora EX (Full Art),Foil,Near Mint,Common,Re-172C/3-143C,$9.14
Leviathan,Foil,Near Mint,Rare,Re-171C/14-113R,$3.21
Leviathan,Normal,Near Mint,Rare,Re-171C/14-113R,$0.51
Leviathan (Full Art),Foil,Near Mint,Rare,Re-171C/14-113R,$42.81
Lexa,Foil,Near Mint,Common,Re-085C/16-062C,$1.16
Lexa,Normal,Near Mint,Common,Re-085C/16-062C,$0.13
Lexa (Full Art),Foil,Near Mint,Common,Re-085C/16-062C,$17.12
Lightning,Foil,Near Mint,Hero,Re-170H/16-124H,$1.33
Lightning,Normal,Lightly Played,Hero,Re-170H/16-124H,$0.50
Lightning,Normal,Near Mint,Hero,Re-170H/16-124H,$0.41
Lightning (Full Art),Foil,Lightly Played,Hero,Re-170H/16-124H,$15.74
Lightning (Full Art),Foil,Near Mint,Hero,Re-170H/16-124H,$17.79
Lightning (Hero),Foil,Near Mint,Hero,Re-188H/18-117H,$1.02
Lightning (Hero),Normal,Near Mint,Hero,Re-188H/18-117H,$0.53
Lightning (Hero) (Full Art),Foil,Near Mint,Hero,Re-188H/18-117H,$11.28
Locke,Foil,Near Mint,Legend,Re-058H/4-048L,$0.26
Locke,Normal,Near Mint,Legend,Re-058H/4-048L,$0.23
Locke (Full Art),Foil,Near Mint,Legend,Re-058H/4-048L,$3.51
Louisoix,Foil,Near Mint,Common,Re-142C/5-120C,$0.52
Louisoix,Normal,Near Mint,Common,Re-142C/5-120C,$0.11
Louisoix (Full Art),Foil,Near Mint,Common,Re-142C/5-120C,$4.35
Lumina,Foil,Near Mint,Rare,Re-143C/13-085R,$1.45
Lumina,Normal,Near Mint,Rare,Re-143C/13-085R,$0.30
Lumina (Full Art),Foil,Near Mint,Rare,Re-143C/13-085R,$22.23
Luminous Puma,Foil,Lightly Played,Common,Re-106C/8-080C,$0.25
Luminous Puma,Foil,Near Mint,Common,Re-106C/8-080C,$0.38
Luminous Puma,Normal,Near Mint,Common,Re-106C/8-080C,$0.13
Luminous Puma (Full Art),Foil,Near Mint,Common,Re-106C/8-080C,$3.76
Luneth,Foil,Near Mint,Common,Re-029C/13-015C,$1.27
Luneth,Normal,Near Mint,Common,Re-029C/13-015C,$0.14
Luneth (Full Art),Foil,Near Mint,Common,Re-029C/13-015C,$19.50
Luso,Foil,Near Mint,Rare,Re-084C/17-063R,$0.58
Luso,Normal,Near Mint,Rare,Re-084C/17-063R,$0.27
Luso (Full Art),Foil,Near Mint,Rare,Re-084C/17-063R,$12.99
Maat,Foil,Near Mint,Rare,Re-111C/6-078R,$1.10
Maat,Normal,Near Mint,Rare,Re-111C/6-078R,$0.17
Maat (Full Art),Foil,Near Mint,Rare,Re-111C/6-078R,$3.90
Madam Edel,Foil,Near Mint,Hero,Re-112H/16-080H,$0.41
Madam Edel,Normal,Near Mint,Hero,Re-112H/16-080H,$0.28
Madam Edel (Full Art),Foil,Near Mint,Hero,Re-112H/16-080H,$4.66
Magissa,Foil,Near Mint,Hero,Re-025H/12-017H,$0.54
Magissa,Normal,Near Mint,Hero,Re-025H/12-017H,$0.50
Magissa (Full Art),Foil,Near Mint,Hero,Re-025H/12-017H,$11.50
Maina EX,Foil,Near Mint,Common,Re-081C/11-060C,$0.50
Maina EX,Normal,Near Mint,Common,Re-081C/11-060C,$0.12
Maina EX (Full Art),Foil,Near Mint,Common,Re-081C/11-060C,$5.27
Man in Black,Foil,Near Mint,Hero,Re-133H/17-096H,$0.63
Man in Black,Normal,Near Mint,Hero,Re-133H/17-096H,$0.16
Man in Black (Full Art),Foil,Near Mint,Hero,Re-133H/17-096H,$5.82
